    1       0.0    1   1.00000    0    0    1    1
    2      60.0    1   1.00000    0    0    1    1
    3     120.0    1   1.00000    0    0    1    1
    4     180.0    1   1.00000    0    0    1    1
    5     240.0    1   1.00000    0    0    1    1
    6     300.0    1   1.00000    0    0    1    1
    7     300.1    1   1.00000    0    0    1    1
    8     360.1    1   1.00000    0    0    1    1
    9     420.1    1   1.00000    0    0    1    1
   10     480.1    1   1.00000    0    0    1    1
   11     540.1    1   1.00000    0    0    1    1
   12     600.1    1   1.00000    0    0    1    1
   13     660.1    1   1.00000    0    0    1    1
   14     720.1    1   1.00000    0    0    1    1
   15     780.1    1   1.00000    0    0    1    1
   16     840.1    1   1.00000    0    0    1    1
   17     900.1    1   1.00000    0    0    1    1
   18     960.1    1   1.00000    0    0    1    1
   19    1020.1    1   1.00000    0    0    1    1
   20    1080.1    1   1.00000    0    0    1    1
   21    1140.1    1   1.00000    0    0    1    1
   22    1200.1    1   1.00000    0    0    1    1
   23    1260.1    1   1.00000    0    0    1    1
   24    1320.1    1   1.00000    0    0    1    1
   25    1380.1    1   1.00000    0    0    1    1
   26    1440.1    1   1.00000    0    0    1    1
   27    1500.1    1   1.00000    0    0    1    1
   28    1560.1    1   1.00000    0    0    1    1
   29    1620.1    1   1.00000    0    0    1    1
   30    1680.1    1   1.00000    0    0    1    1
   31    1740.1    1   1.00000    0    0    1    1
   32    1800.1    1   1.00000    0    0    1    1
   33    1860.1    1   1.00000    0    0    1    1
   34    1920.1    1   1.00000    0    0    1    1
   35    1980.1    1   1.00000    0    0    1    1
   36    2040.1    1   1.00000    0    0    1    1
   37    2100.1    1   1.00000    0    0    1    1
   38    2160.1    1   1.00000    0    0    1    1
   39    2220.1    1   1.00000    0    0    1    1
   40    2280.1    1   1.00000    0    0    1    1
   41    2340.1    1   1.00000    0    0    1    1
   42    2400.1    1   1.00000    0    0    1    1
   43    2460.1    1   1.00000    0    0    1    1
   44    2520.1    1   1.00000    0    0    1    1
   45    2580.1    1   1.00000    0    0    1    1
   46    2640.1    1   1.00000    0    0    1    1
   47    2700.1    1   1.00000    0    0    1    1
   48    2760.1    1   1.00000    0    0    1    1
   49    2820.1    1   1.00000    0    0    1    1
   50    2880.1    1   1.00000    0    0    1    1
   51    2940.1    1   1.00000    0    0    1    1
   52    3000.1    1   1.00000    0    0    1    1
   53    3060.1    1   1.00000    0    0    1    1
   54    3120.1    1   1.00000    0    0    1    1
   55    3180.1    1   1.00000    0    0    1    1
   56    3240.1    1   1.00000    0    0    1    1
   57    3300.1    1   1.00000    0    0    1    1
   58    3360.1    1   1.00000    0    0    1    1
   59    3420.1    1   1.00000    0    0    1    1
   60    3480.1    1   1.00000    0    0    1    1
   61    3540.1    1   1.00000    0    0    1    1
   62    3600.1    1   1.00000    0    0    1    1
   63    3660.1    1   1.00000    0    0    1    1
   64    3720.1    1   1.00000    0    0    1    1
   65    3780.1    1   1.00000    0    0    1    1
   66    3840.1    1   1.00000    0    0    1    1
   67    3900.1    1   1.00000    0    0    1    1
   68    3960.1    1   1.00000    0    0    1    1
   69    4020.1    1   1.00000    0    0    1    1
   70    4080.1    1   1.00000    0    0    1    1
   71    4140.1    1   1.00000    0    0    1    1
   72    4200.1    1   1.00000    0    0    1    1
   73    4260.1    1   1.00000    0    0    1    1
   74    4320.1    1   1.00000    0    0    1    1
   75    4380.1    1   1.00000    0    0    1    1
   76    4440.1    1   1.00000    0    0    1    1
   77    4500.1    1   1.00000    0    0    1    1
   78    4560.1    1   1.00000    0    0    1    1
   79    4620.1    1   1.00000    0    0    1    1
   80    4680.1    1   1.00000    0    0    1    1
   81    4740.1    1   1.00000    0    0    1    1
   82    4800.1    1   1.00000    0    0    1    1
